Month,In_Out,Australian_City,International_City,Airline,Route,Port_Country,Port_Region,Service_Country,Service_Region,Stops,All_Flights,Max_Seats,Year,Month_num
Jan-15,I,Adelaide,Auckland,Air New Zealand,AKL-ADL,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5043,2015,1
Jan-15,I,Adelaide,Denpasar,Jetstar,DPS-ADL,Indonesia,SE Asia,Indonesia,SE Asia,0,31,5580,2015,1
Jan-15,I,Adelaide,Denpasar,Virgin Australia,DPS-ADL,Indonesia,SE Asia,Indonesia,SE Asia,0,22,3872,2015,1
Jan-15,I,Adelaide,Dubai,Emirates,DXB-ADL,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,31,10974,2015,1
Jan-15,I,Adelaide,Hong Kong,Cathay Pacific Airways,HKG-ADL,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,17,4267,2015,1
Jan-15,I,Adelaide,Kuala Lumpur,AirAsia X,KUL-ADL,Malaysia,SE Asia,Malaysia,SE Asia,0,15,5655,2015,1
Jan-15,I,Adelaide,Kuala Lumpur,Malaysia Airlines,KUL-ADL,Malaysia,SE Asia,Malaysia,SE Asia,0,31,8711,2015,1
Jan-15,I,Adelaide,Singapore,Singapore Airlines,SIN-ADL,Singapore,SE Asia,Singapore,SE Asia,0,45,12825,2015,1
Jan-15,I,Brisbane,Abu Dhabi,Etihad Airways,AUH-SIN-BNE,United Arab Emirates,Middle East,United Arab Emirates,Middle East,1,31,8122,2015,1
Jan-15,I,Brisbane,Apia,Virgin Samoa,APW-BNE,Western Samoa,Islands,Western Samoa,Islands,0,5,900,2015,1
Jan-15,I,Brisbane,Auckland,Air New Zealand,AKL-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,62,16678,2015,1
Jan-15,I,Brisbane,Auckland,China Airlines,AKL-BNE-TPE,New Zealand,New Zealand,New Zealand,New Zealand,0,18,6750,2015,1
Jan-15,I,Brisbane,Auckland,Emirates,AKL-BNE-DXB,New Zealand,New Zealand,New Zealand,New Zealand,0,31,15128,2015,1
Jan-15,I,Brisbane,Auckland,Qantas Airways,AKL-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,62,10416,2015,1
Jan-15,I,Brisbane,Auckland,Virgin Australia,AKL-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,53,9500,2015,1
Jan-15,I,Brisbane,Bangkok,Thai Airways International,BKK-BNE,Thailand,SE Asia,Thailand,SE Asia,0,31,10808,2015,1
Jan-15,I,Brisbane,Christchurch,Air New Zealand,CHC-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,40,6601,2015,1
Jan-15,I,Brisbane,Christchurch,Virgin Australia,CHC-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,36,6472,2015,1
Jan-15,I,Brisbane,Denpasar,Garuda Indonesia,DPS-BNE,Indonesia,SE Asia,Indonesia,SE Asia,0,24,3264,2015,1
Jan-15,I,Brisbane,Denpasar,Jetstar,DPS-BNE,Indonesia,SE Asia,Indonesia,SE Asia,0,15,5025,2015,1
Jan-15,I,Brisbane,Denpasar,Virgin Australia,DPS-BNE,Indonesia,SE Asia,Indonesia,SE Asia,0,43,7568,2015,1
Jan-15,I,Brisbane,Dubai,Emirates,DXB-BNE-AKL,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,31,15128,2015,1
Jan-15,I,Brisbane,Dubai,Emirates,DXB-SIN-BNE,United Arab Emirates,Middle East,United Arab Emirates,Middle East,1,31,11160,2015,1
Jan-15,I,Brisbane,Dunedin,Virgin Australia,DUD-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,13,2340,2015,1
Jan-15,I,Brisbane,Espiritu Santo,Air Vanuatu,VLI-SON-BNE,Vanuatu,Islands,Vanuatu,Islands,0,4,680,2015,1
Jan-15,I,Brisbane,Guangzhou,China Southern Airlines,CAN-BNE,China,NE Asia,China,NE Asia,0,31,6758,2015,1
Jan-15,I,Brisbane,Hong Kong,Cathay Pacific Airways,HKG-BNE,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,31,7781,2015,1
Jan-15,I,Brisbane,Hong Kong,Cathay Pacific Airways,HKG-CNS-BNE,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,1,18,4518,2015,1
Jan-15,I,Brisbane,Hong Kong,Qantas Airways,HKG-BNE,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,31,9198,2015,1
Jan-15,I,Brisbane,Honiara,Solomon Airlines,HIR-BNE,Solomon Islands,Islands,Solomon Islands,Islands,0,19,2584,2015,1
Jan-15,I,Brisbane,Honiara,Virgin Australia,HIR-BNE,Solomon Islands,Islands,Solomon Islands,Islands,0,9,1584,2015,1
Jan-15,I,Brisbane,Honolulu,Hawaiian Airlines,HNL-BNE,USA,N America,USA,N America,0,18,5292,2015,1
Jan-15,I,Brisbane,Honolulu,Jetstar,HNL-BNE,USA,N America,USA,N America,0,8,2424,2015,1
Jan-15,I,Brisbane,Honolulu,Jetstar,HNL-BNE-MEL,USA,N America,USA,N America,0,4,1212,2015,1
Jan-15,I,Brisbane,Kuala Lumpur,Malaysia Airlines,KUL-BNE,Malaysia,SE Asia,Malaysia,SE Asia,0,31,8711,2015,1
Jan-15,I,Brisbane,Los Angeles,Qantas Airways,LAX-BNE,USA,N America,USA,N America,0,31,11262,2015,1
Jan-15,I,Brisbane,Los Angeles,Qantas Airways,NYC-LAX-BNE-SYD,USA,N America,USA,N America,0,1,353,2015,1
Jan-15,I,Brisbane,Los Angeles,Virgin Australia,LAX-BNE,USA,N America,USA,N America,0,31,11191,2015,1
Jan-15,I,Brisbane,Manila,Philippine Airlines,MNL-DRW-BNE,Philippines,SE Asia,Philippines,SE Asia,1,13,2329,2015,1
Jan-15,I,Brisbane,Nadi,Fiji Airways,NAN-BNE,Fiji,Islands,Fiji,Islands,0,31,5084,2015,1
Jan-15,I,Brisbane,Nadi,Virgin Australia,NAN-BNE,Fiji,Islands,Fiji,Islands,0,31,5546,2015,1
Jan-15,I,Brisbane,Nauru,Nauru Airlines,INU-BNE,Nauru,Islands,Nauru,Islands,0,13,1664,2015,1
Jan-15,I,Brisbane,New York,Qantas Airways,NYC-LAX-BNE-SYD,USA,N America,USA,N America,1,1,353,2015,1
Jan-15,I,Brisbane,Noumea,Air Caledonie,NOU-BNE,New Caledonia,Islands,New Caledonia,Islands,0,18,3060,2015,1
Jan-15,I,Brisbane,Noumea,Qantas Airways,NOU-BNE,New Caledonia,Islands,New Caledonia,Islands,0,5,840,2015,1
Jan-15,I,Brisbane,Port Moresby,Air Niugini,POM-BNE,Papua New Guinea,Islands,Papua New Guinea,Islands,0,40,7484,2015,1
Jan-15,I,Brisbane,Port Moresby,Virgin Australia,POM-BNE,Papua New Guinea,Islands,Papua New Guinea,Islands,0,26,4576,2015,1
Jan-15,I,Brisbane,Port Vila,Air Vanuatu,VLI-BNE,Vanuatu,Islands,Vanuatu,Islands,0,9,1530,2015,1
Jan-15,I,Brisbane,Port Vila,Air Vanuatu,VLI-SON-BNE,Vanuatu,Islands,Vanuatu,Islands,1,4,680,2015,1
Jan-15,I,Brisbane,Port Vila,Virgin Australia,VLI-BNE,Vanuatu,Islands,Vanuatu,Islands,0,17,3060,2015,1
Jan-15,I,Brisbane,Queenstown,Virgin Australia,ZQN-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,18,3240,2015,1
Jan-15,I,Brisbane,Seoul,Korean Air,SEL-BNE,Korea,NE Asia,Korea,NE Asia,0,27,7209,2015,1
Jan-15,I,Brisbane,Singapore,Emirates,DXB-SIN-BNE,Singapore,SE Asia,United Arab Emirates,Middle East,0,31,11160,2015,1
Jan-15,I,Brisbane,Singapore,Etihad Airways,AUH-SIN-BNE,Singapore,SE Asia,United Arab Emirates,Middle East,0,31,8122,2015,1
Jan-15,I,Brisbane,Singapore,Qantas Airways,SIN-BNE,Singapore,SE Asia,Singapore,SE Asia,0,31,9202,2015,1
Jan-15,I,Brisbane,Singapore,Singapore Airlines,SIN-BNE,Singapore,SE Asia,Singapore,SE Asia,0,102,29070,2015,1
Jan-15,I,Brisbane,Taipei,China Airlines,TPE-BNE-AKL,Taiwan,NE Asia,Taiwan,NE Asia,0,18,6750,2015,1
Jan-15,I,Brisbane,Taipei,Eva Air,TPE-BNE,Taiwan,NE Asia,Taiwan,NE Asia,0,14,3528,2015,1
Jan-15,I,Brisbane,Tongatapu,Virgin Australia,TBU-BNE,Tonga,Islands,Tonga,Islands,0,1,180,2015,1
Jan-15,I,Brisbane,Wellington,Virgin Australia,WLG-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,57,10244,2015,1
Jan-15,I,Cairns,Guam,United Airlines,GUM-CNS,Guam,Islands,Guam,Islands,0,9,1099,2015,1
Jan-15,I,Cairns,Hong Kong,Cathay Pacific Airways,HKG-CNS-BNE,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,18,4518,2015,1
Jan-15,I,Cairns,Osaka,Jetstar,OSA-CNS,Japan,NE Asia,Japan,NE Asia,0,15,5025,2015,1
Jan-15,I,Cairns,Osaka,Jetstar,OSA-CNS-MEL,Japan,NE Asia,Japan,NE Asia,0,7,2345,2015,1
Jan-15,I,Cairns,Port Moresby,Air Niugini,POM-CNS,Papua New Guinea,Islands,Papua New Guinea,Islands,0,33,2453,2015,1
Jan-15,I,Cairns,Port Moresby,Qantas Airways,POM-CNS,Papua New Guinea,Islands,Papua New Guinea,Islands,0,51,3774,2015,1
Jan-15,I,Cairns,Rabaul,Air Niugini,RAB-CNS,Papua New Guinea,Islands,Papua New Guinea,Islands,0,7,514,2015,1
Jan-15,I,Cairns,Shanghai,China Eastern Airlines,SHA-CNS,China,NE Asia,China,NE Asia,0,13,3406,2015,1
Jan-15,I,Cairns,Tokyo,Jetstar,TYO-CNS,Japan,NE Asia,Japan,NE Asia,0,29,9715,2015,1
Jan-15,I,Darwin,Denpasar,Indonesia AirAsia,DPS-DRW,Indonesia,SE Asia,Indonesia,SE Asia,0,17,3060,2015,1
Jan-15,I,Darwin,Denpasar,Jetstar,DPS-DRW,Indonesia,SE Asia,Indonesia,SE Asia,0,17,3060,2015,1
Jan-15,I,Darwin,Kuala Lumpur,Malaysia Airlines,KUL-DRW,Malaysia,SE Asia,Malaysia,SE Asia,0,17,2703,2015,1
Jan-15,I,Darwin,Manila,Philippine Airlines,MNL-DRW-BNE,Philippines,SE Asia,Philippines,SE Asia,0,13,2329,2015,1
Jan-15,I,Darwin,Singapore,Jetstar Asia,SIN-DRW,Singapore,SE Asia,Singapore,SE Asia,0,31,5580,2015,1
Jan-15,I,Darwin,Singapore,Silk Air,SIN-DRW,Singapore,SE Asia,Singapore,SE Asia,0,22,3444,2015,1
Jan-15,I,Gold Coast,Auckland,Air New Zealand,AKL-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,26,4285,2015,1
Jan-15,I,Gold Coast,Auckland,Jetstar,AKL-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,35,6300,2015,1
Jan-15,I,Gold Coast,Auckland,Virgin Australia,AKL-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5532,2015,1
Jan-15,I,Gold Coast,Christchurch,Air New Zealand,CHC-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,9,1497,2015,1
Jan-15,I,Gold Coast,Christchurch,Jetstar,CHC-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,16,2880,2015,1
Jan-15,I,Gold Coast,Kuala Lumpur,AirAsia X,KUL-OOL,Malaysia,SE Asia,Malaysia,SE Asia,0,31,11687,2015,1
Jan-15,I,Gold Coast,Queenstown,Jetstar,ZQN-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,14,2520,2015,1
Jan-15,I,Gold Coast,Singapore,Scoot,SIN-OOL,Singapore,SE Asia,Singapore,SE Asia,0,22,8844,2015,1
Jan-15,I,Gold Coast,Singapore,Scoot,SIN-SYD-OOL,Singapore,SE Asia,Singapore,SE Asia,1,2,804,2015,1
Jan-15,I,Gold Coast,Tokyo,Jetstar,TYO-OOL,Japan,NE Asia,Japan,NE Asia,0,31,10385,2015,1
Jan-15,I,Gold Coast,Wellington,Jetstar,WLG-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,13,2340,2015,1
Jan-15,I,Melbourne,Abu Dhabi,Etihad Airways,AUH-MEL,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,31,10220,2015,1
Jan-15,I,Melbourne,Auckland,Air New Zealand,AKL-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,107,22689,2015,1
Jan-15,I,Melbourne,Auckland,Emirates,AKL-MEL-DXB,New Zealand,New Zealand,New Zealand,New Zealand,0,31,15128,2015,1
Jan-15,I,Melbourne,Auckland,Jetstar,AKL-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,67,12060,2015,1
Jan-15,I,Melbourne,Auckland,Qantas Airways,AKL-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,72,12096,2015,1
Jan-15,I,Melbourne,Auckland,Virgin Australia,AKL-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5576,2015,1
Jan-15,I,Melbourne,Bandar Seri Begawan,Royal Brunei Airlines,BWN-MEL,Brunei,SE Asia,Brunei,SE Asia,0,31,7874,2015,1
Jan-15,I,Melbourne,Bangkok,Jetstar,BKK-MEL,Thailand,SE Asia,Thailand,SE Asia,0,14,4690,2015,1
Jan-15,I,Melbourne,Bangkok,Thai Airways International,BKK-MEL,Thailand,SE Asia,Thailand,SE Asia,0,62,19206,2015,1
Jan-15,I,Melbourne,Beijing,Air China,BJS-SHA-MEL,China,NE Asia,China,NE Asia,1,23,5198,2015,1
Jan-15,I,Melbourne,Chengdu,Sichuan Airlines,CTU-MEL,China,NE Asia,China,NE Asia,0,12,2940,2015,1
Jan-15,I,Melbourne,Christchurch,Air New Zealand,CHC-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,43,7089,2015,1
Jan-15,I,Melbourne,Christchurch,Jetstar,CHC-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,40,7200,2015,1
Jan-15,I,Melbourne,Christchurch,Virgin Australia,CHC-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,32,5748,2015,1
Jan-15,I,Melbourne,Denpasar,Garuda Indonesia,DPS-MEL,Indonesia,SE Asia,Indonesia,SE Asia,0,31,7781,2015,1
Jan-15,I,Melbourne,Denpasar,Jetstar,DPS-MEL,Indonesia,SE Asia,Indonesia,SE Asia,0,38,12730,2015,1
Jan-15,I,Melbourne,Denpasar,Jetstar,DPS-SYD-MEL,Indonesia,SE Asia,Indonesia,SE Asia,1,9,3015,2015,1
Jan-15,I,Melbourne,Denpasar,Virgin Australia,DPS-MEL,Indonesia,SE Asia,Indonesia,SE Asia,0,45,7920,2015,1
Jan-15,I,Melbourne,Doha,Qatar Airways,DOH-MEL,Qatar,Middle East,Qatar,Middle East,0,31,10385,2015,1
Jan-15,I,Melbourne,Dubai,Emirates,DXB-KUL-MEL,United Arab Emirates,Middle East,United Arab Emirates,Middle East,1,31,11160,2015,1
Jan-15,I,Melbourne,Dubai,Emirates,DXB-MEL-AKL,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,31,15128,2015,1
Jan-15,I,Melbourne,Dubai,Emirates,DXB-SIN-MEL,United Arab Emirates,Middle East,United Arab Emirates,Middle East,1,31,10974,2015,1
Jan-15,I,Melbourne,Dubai,Qantas Airways,LON-DXB-MEL,United Arab Emirates,Middle East,UK,Europe,0,31,15004,2015,1
Jan-15,I,Melbourne,Guangzhou,China Southern Airlines,CAN-MEL,China,NE Asia,China,NE Asia,0,62,16988,2015,1
Jan-15,I,Melbourne,Ho Chi Minh City,Vietnam Airlines,SGN-MEL,Vietnam,SE Asia,Vietnam,SE Asia,0,31,8666,2015,1
Jan-15,I,Melbourne,Hong Kong,Cathay Pacific Airways,HKG-MEL,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,93,23343,2015,1
Jan-15,I,Melbourne,Hong Kong,Qantas Airways,HKG-MEL,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,31,9207,2015,1
Jan-15,I,Melbourne,Honolulu,Jetstar,HNL-BNE-MEL,USA,N America,USA,N America,1,4,1212,2015,1
Jan-15,I,Melbourne,Honolulu,Jetstar,HNL-MEL,USA,N America,USA,N America,0,14,4242,2015,1
Jan-15,I,Melbourne,Jakarta,Garuda Indonesia,JKT-MEL,Indonesia,SE Asia,Indonesia,SE Asia,0,22,4913,2015,1
Jan-15,I,Melbourne,Kuala Lumpur,AirAsia X,KUL-MEL,Malaysia,SE Asia,Malaysia,SE Asia,0,66,24882,2015,1
Jan-15,I,Melbourne,Kuala Lumpur,Emirates,DXB-KUL-MEL,Malaysia,SE Asia,United Arab Emirates,Middle East,0,31,11160,2015,1
Jan-15,I,Melbourne,Kuala Lumpur,Malaysia Airlines,KUL-MEL,Malaysia,SE Asia,Malaysia,SE Asia,0,93,26071,2015,1
Jan-15,I,Melbourne,London,Qantas Airways,LON-DXB-MEL,UK,Europe,UK,Europe,1,31,15004,2015,1
Jan-15,I,Melbourne,Los Angeles,Qantas Airways,LAX-MEL,USA,N America,USA,N America,0,41,18191,2015,1
Jan-15,I,Melbourne,Los Angeles,Qantas Airways,LAX-SYD-MEL,USA,N America,USA,N America,1,3,1332,2015,1
Jan-15,I,Melbourne,Los Angeles,United Airlines,LAX-MEL,USA,N America,USA,N America,0,27,6705,2015,1
Jan-15,I,Melbourne,Manila,Philippine Airlines,MNL-MEL,Philippines,SE Asia,Philippines,SE Asia,0,13,3302,2015,1
Jan-15,I,Melbourne,Nadi,Fiji Airways,NAN-MEL,Fiji,Islands,Fiji,Islands,0,30,4920,2015,1
Jan-15,I,Melbourne,Nadi,Virgin Australia,NAN-MEL,Fiji,Islands,Fiji,Islands,0,22,3960,2015,1
Jan-15,I,Melbourne,New Delhi,Air India,DEL-MEL-SYD,India,S Asia,India,S Asia,0,14,3542,2015,1
Jan-15,I,Melbourne,New Delhi,Air India,DEL-SYD-MEL,India,S Asia,India,S Asia,1,17,4301,2015,1
Jan-15,I,Melbourne,Noumea,Air Caledonie,NOU-MEL,New Caledonia,Islands,New Caledonia,Islands,0,13,2018,2015,1
Jan-15,I,Melbourne,Osaka,Jetstar,OSA-CNS-MEL,Japan,NE Asia,Japan,NE Asia,1,7,2345,2015,1
Jan-15,I,Melbourne,Phuket,Jetstar,HKT-MEL,Thailand,SE Asia,Thailand,SE Asia,0,5,1675,2015,1
Jan-15,I,Melbourne,Phuket,Jetstar,HKT-MEL-SYD,Thailand,SE Asia,Thailand,SE Asia,0,8,2680,2015,1
Jan-15,I,Melbourne,Phuket,Jetstar,HKT-SYD-MEL,Thailand,SE Asia,Thailand,SE Asia,1,4,1340,2015,1
Jan-15,I,Melbourne,Port Vila,Air Vanuatu,VLI-MEL,Vanuatu,Islands,Vanuatu,Islands,0,3,510,2015,1
Jan-15,I,Melbourne,Queenstown,Air New Zealand,ZQN-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,27,4439,2015,1
Jan-15,I,Melbourne,Queenstown,Jetstar,ZQN-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,17,3060,2015,1
Jan-15,I,Melbourne,Shanghai,Air China,BJS-SHA-MEL,China,NE Asia,China,NE Asia,0,23,5198,2015,1
Jan-15,I,Melbourne,Shanghai,China Eastern Airlines,SHA-MEL,China,NE Asia,China,NE Asia,0,53,12190,2015,1
Jan-15,I,Melbourne,Singapore,Emirates,DXB-SIN-MEL,Singapore,SE Asia,United Arab Emirates,Middle East,0,31,10974,2015,1
Jan-15,I,Melbourne,Singapore,Jetstar,SIN-MEL,Singapore,SE Asia,Singapore,SE Asia,0,23,6969,2015,1
Jan-15,I,Melbourne,Singapore,Qantas Airways,SIN-MEL,Singapore,SE Asia,Singapore,SE Asia,0,31,9191,2015,1
Jan-15,I,Melbourne,Singapore,Singapore Airlines,SIN-MEL,Singapore,SE Asia,Singapore,SE Asia,0,138,38865,2015,1
Jan-15,I,Melbourne,Tokyo,Jetstar,TYO-MEL,Japan,NE Asia,Japan,NE Asia,0,18,5454,2015,1
Jan-15,I,Melbourne,Wellington,Air New Zealand,WLG-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5097,2015,1
Jan-15,I,Melbourne,Wellington,Qantas Airways,WLG-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5208,2015,1
Jan-15,I,Norfolk Island,Auckland,Air New Zealand,AKL-NLK,New Zealand,New Zealand,New Zealand,New Zealand,0,4,658,2015,1
Jan-15,I,Perth,Abu Dhabi,Etihad Airways,AUH-PER,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,31,8122,2015,1
Jan-15,I,Perth,Auckland,Air New Zealand,AKL-PER,New Zealand,New Zealand,New Zealand,New Zealand,0,31,9364,2015,1
Jan-15,I,Perth,Auckland,Qantas Airways,AKL-PER,New Zealand,New Zealand,New Zealand,New Zealand,0,9,2115,2015,1
Jan-15,I,Perth,Bangkok,Thai Airways International,BKK-PER,Thailand,SE Asia,Thailand,SE Asia,0,22,6193,2015,1
Jan-15,I,Perth,Christchurch,Air New Zealand,CHC-PER,New Zealand,New Zealand,New Zealand,New Zealand,0,9,2070,2015,1
Jan-15,I,Perth,Denpasar,Garuda Indonesia,DPS-PER,Indonesia,SE Asia,Indonesia,SE Asia,0,31,7837,2015,1
Jan-15,I,Perth,Denpasar,Indonesia AirAsia,DPS-PER,Indonesia,SE Asia,Indonesia,SE Asia,0,155,27900,2015,1
Jan-15,I,Perth,Denpasar,Jetstar,DPS-PER,Indonesia,SE Asia,Indonesia,SE Asia,0,63,11340,2015,1
Jan-15,I,Perth,Denpasar,Jetstar,SIN-DPS-PER,Indonesia,SE Asia,Singapore,SE Asia,0,29,5220,2015,1
Jan-15,I,Perth,Denpasar,Virgin Australia,DPS-PER,Indonesia,SE Asia,Indonesia,SE Asia,0,39,6864,2015,1
Jan-15,I,Perth,Doha,Qatar Airways,DOH-PER,Qatar,Middle East,Qatar,Middle East,0,31,10385,2015,1
Jan-15,I,Perth,Dubai,Emirates,DXB-PER,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,93,30610,2015,1
Jan-15,I,Perth,Guangzhou,China Southern Airlines,CAN-PER,China,NE Asia,China,NE Asia,0,13,2834,2015,1
Jan-15,I,Perth,Hong Kong,Cathay Pacific Airways,HKG-PER,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,45,11295,2015,1
Jan-15,I,Perth,Jakarta,Garuda Indonesia,JKT-PER,Indonesia,SE Asia,Indonesia,SE Asia,0,23,3786,2015,1
Jan-15,I,Perth,Johannesburg,South African Airways,JNB-PER,South Africa,Africa,South Africa,Africa,0,31,9311,2015,1
Jan-15,I,Perth,Kota Kinabalu,Malaysia Airlines,BKI-PER,Malaysia,SE Asia,Malaysia,SE Asia,0,8,1272,2015,1
Jan-15,I,Perth,Kuala Lumpur,AirAsia X,KUL-PER,Malaysia,SE Asia,Malaysia,SE Asia,0,62,23374,2015,1
Jan-15,I,Perth,Kuala Lumpur,Malaysia Airlines,KUL-PER,Malaysia,SE Asia,Malaysia,SE Asia,0,54,15174,2015,1
Jan-15,I,Perth,Mauritius,Air Mauritius,MRU-PER,Mauritius,Africa,Mauritius,Africa,0,14,3850,2015,1
Jan-15,I,Perth,Phuket,Virgin Australia,HKT-PER,Thailand,SE Asia,Thailand,SE Asia,0,23,4048,2015,1
Jan-15,I,Perth,Singapore,Jetstar,SIN-DPS-PER,Singapore,SE Asia,Singapore,SE Asia,1,29,5220,2015,1
Jan-15,I,Perth,Singapore,Jetstar Asia,SIN-PER,Singapore,SE Asia,Singapore,SE Asia,0,71,12780,2015,1
Jan-15,I,Perth,Singapore,Scoot,SIN-PER,Singapore,SE Asia,Singapore,SE Asia,0,24,9648,2015,1
Jan-15,I,Perth,Singapore,Singapore Airlines,SIN-PER,Singapore,SE Asia,Singapore,SE Asia,0,124,34186,2015,1
Jan-15,I,Perth,Singapore,Tigerair,SIN-PER,Singapore,SE Asia,Singapore,SE Asia,0,31,5580,2015,1
Jan-15,I,Sydney,Abu Dhabi,Etihad Airways,AUH-SYD,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,48,15420,2015,1
Jan-15,I,Sydney,Abu Dhabi,Virgin Australia,AUH-SYD,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,13,4693,2015,1
Jan-15,I,Sydney,Apia,Virgin Samoa,APW-SYD,Western Samoa,Islands,Western Samoa,Islands,0,13,2340,2015,1
Jan-15,I,Sydney,Auckland,Air New Zealand,AKL-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,148,36051,2015,1
Jan-15,I,Sydney,Auckland,China Airlines,AKL-SYD-TPE,New Zealand,New Zealand,New Zealand,New Zealand,0,18,5526,2015,1
Jan-15,I,Sydney,Auckland,Emirates,AKL-SYD-DXB,New Zealand,New Zealand,New Zealand,New Zealand,0,31,15066,2015,1
Jan-15,I,Sydney,Auckland,Jetstar,AKL-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,44,7920,2015,1
Jan-15,I,Sydney,Auckland,LATAM Airlines,SCL-AKL-SYD,New Zealand,New Zealand,Chile,S America,0,31,7940,2015,1
Jan-15,I,Sydney,Auckland,Qantas Airways,AKL-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,150,25582,2015,1
Jan-15,I,Sydney,Auckland,Virgin Australia,AKL-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5576,2015,1
Jan-15,I,Sydney,Bangkok,Emirates,DXB-BKK-SYD-CHC,Thailand,SE Asia,United Arab Emirates,Middle East,0,31,10974,2015,1
Jan-15,I,Sydney,Bangkok,Qantas Airways,BKK-SYD,Thailand,SE Asia,Thailand,SE Asia,0,31,9136,2015,1
Jan-15,I,Sydney,Bangkok,Thai Airways International,BKK-SYD,Thailand,SE Asia,Thailand,SE Asia,0,45,16875,2015,1
Jan-15,I,Sydney,Beijing,Air China,BJS-SYD,China,NE Asia,China,NE Asia,0,31,9517,2015,1
Jan-15,I,Sydney,Beijing,China Eastern Airlines,BJS-NKG-SYD,China,NE Asia,China,NE Asia,1,14,3668,2015,1
Jan-15,I,Sydney,Chongqing,Sichuan Airlines,CKG-SYD,China,NE Asia,China,NE Asia,0,8,2163,2015,1
Jan-15,I,Sydney,Christchurch,Air New Zealand,CHC-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,54,8964,2015,1
Jan-15,I,Sydney,Christchurch,China Airlines,CHC-SYD-TPE,New Zealand,New Zealand,New Zealand,New Zealand,0,13,3991,2015,1
Jan-15,I,Sydney,Christchurch,Emirates,CHC-SYD-BKK-DXB,New Zealand,New Zealand,New Zealand,New Zealand,0,31,10974,2015,1
Jan-15,I,Sydney,Christchurch,Jetstar,CHC-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,38,6840,2015,1
Jan-15,I,Sydney,Christchurch,Qantas Airways,CHC-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,34,5712,2015,1
Jan-15,I,Sydney,Christchurch,Virgin Australia,CHC-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,18,3240,2015,1
Jan-15,I,Sydney,Dallas,Qantas Airways,DFW-SYD,USA,N America,USA,N America,0,30,11201,2015,1
Jan-15,I,Sydney,Denpasar,Garuda Indonesia,DPS-SYD,Indonesia,SE Asia,Indonesia,SE Asia,0,31,7865,2015,1
Jan-15,I,Sydney,Denpasar,Jetstar,DPS-SYD,Indonesia,SE Asia,Indonesia,SE Asia,0,21,7035,2015,1
