Month,In_Out,Australian_City,International_City,Airline,Route,Port_Country,Port_Region,Service_Country,Service_Region,Stops,All_Flights,Max_Seats,Year,Month_num
Nov-17,I,Perth,Johannesburg,South African Airways,JNB-PER,South Africa,Africa,South Africa,Africa,0,30,7580,2017,11
Nov-17,I,Perth,Kota Kinabalu,Malaysia Airlines,BKI-PER,Malaysia,SE Asia,Malaysia,SE Asia,0,4,640,2017,11
Nov-17,I,Perth,Kuala Lumpur,AirAsia X,KUL-PER,Malaysia,SE Asia,Malaysia,SE Asia,0,48,18096,2017,11
Nov-17,I,Perth,Kuala Lumpur,Malaysia Airlines,KUL-PER,Malaysia,SE Asia,Malaysia,SE Asia,0,30,4806,2017,11
Nov-17,I,Perth,Kuala Lumpur,Malindo Air,KUL-PER,Malaysia,SE Asia,Malaysia,SE Asia,0,46,7488,2017,11
Nov-17,I,Perth,Mauritius,Air Mauritius,MRU-PER,Mauritius,Africa,Mauritius,Africa,0,13,3575,2017,11
Nov-17,I,Perth,Singapore,Jetstar,SIN-DPS-PER,Singapore,SE Asia,Singapore,SE Asia,1,25,4500,2017,11
Nov-17,I,Perth,Singapore,Jetstar Asia,SIN-PER,Singapore,SE Asia,Singapore,SE Asia,0,47,8460,2017,11
Nov-17,I,Perth,Singapore,Qantas Airways,SIN-PER,Singapore,SE Asia,Singapore,SE Asia,0,33,5647,2017,11
Nov-17,I,Perth,Singapore,Scoot Tigerair,SIN-PER,Singapore,SE Asia,Singapore,SE Asia,0,28,9730,2017,11
Nov-17,I,Perth,Singapore,Singapore Airlines,SIN-PER,Singapore,SE Asia,Singapore,SE Asia,0,120,33185,2017,11
Nov-17,I,Port Hedland,Denpasar,Virgin Australia,DPS-PHE,Indonesia,SE Asia,Indonesia,SE Asia,0,4,704,2017,11
Nov-17,I,Sydney,Abu Dhabi,Etihad Airways,AUH-SYD,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,60,29760,2017,11
Nov-17,I,Sydney,Apia,Virgin Australia,APW-SYD,Western Samoa,Islands,Western Samoa,Islands,0,5,880,2017,11
Nov-17,I,Sydney,Apia,Virgin Samoa,APW-SYD,Western Samoa,Islands,Western Samoa,Islands,0,4,704,2017,11
Nov-17,I,Sydney,Auckland,Air New Zealand,AKL-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,139,35401,2017,11
Nov-17,I,Sydney,Auckland,Jetstar,AKL-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,29,5220,2017,11
Nov-17,I,Sydney,Auckland,LATAM Airlines,SCL-AKL-SYD,New Zealand,New Zealand,Chile,S America,0,30,9000,2017,11
Nov-17,I,Sydney,Auckland,Qantas Airways,AKL-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,150,31500,2017,11
Nov-17,I,Sydney,Auckland,Virgin Australia,AKL-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,45,7902,2017,11
Nov-17,I,Sydney,Bangkok,Emirates,DXB-BKK-SYD,Thailand,SE Asia,United Arab Emirates,Middle East,0,30,14702,2017,11
Nov-17,I,Sydney,Bangkok,Qantas Airways,BKK-SYD,Thailand,SE Asia,Thailand,SE Asia,0,30,8704,2017,11
Nov-17,I,Sydney,Bangkok,Thai Airways International,BKK-SYD,Thailand,SE Asia,Thailand,SE Asia,0,47,17625,2017,11
Nov-17,I,Sydney,Beijing,Air China,BJS-SYD,China,NE Asia,China,NE Asia,0,30,9210,2017,11
Nov-17,I,Sydney,Beijing,China Eastern Airlines,BJS-HGH-SYD,China,NE Asia,China,NE Asia,1,12,2760,2017,11
Nov-17,I,Sydney,Beijing,China Eastern Airlines,BJS-NKG-SYD,China,NE Asia,China,NE Asia,1,13,2990,2017,11
Nov-17,I,Sydney,Beijing,Qantas Airways,BJS-SYD,China,NE Asia,China,NE Asia,0,30,7300,2017,11
Nov-17,I,Sydney,Changsha,Hainan Airlines,CSX-SYD,China,NE Asia,China,NE Asia,0,8,2000,2017,11
Nov-17,I,Sydney,Chengdu,Air China,CTU-SYD,China,NE Asia,China,NE Asia,0,12,3480,2017,11
Nov-17,I,Sydney,Chongqing,Sichuan Airlines,CKG-SYD,China,NE Asia,China,NE Asia,0,8,2221,2017,11
Nov-17,I,Sydney,Christchurch,Air New Zealand,CHC-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,47,7742,2017,11
Nov-17,I,Sydney,Christchurch,Emirates,CHC-SYD-DXB,New Zealand,New Zealand,New Zealand,New Zealand,0,30,15425,2017,11
Nov-17,I,Sydney,Christchurch,Jetstar,CHC-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,21,3780,2017,11
Nov-17,I,Sydney,Christchurch,Qantas Airways,CHC-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,30,5215,2017,11
Nov-17,I,Sydney,Christchurch,Virgin Australia,CHC-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,20,3520,2017,11
Nov-17,I,Sydney,Dallas,Qantas Airways,DFW-BNE-SYD,USA,N America,USA,N America,1,1,340,2017,11
Nov-17,I,Sydney,Dallas,Qantas Airways,DFW-SYD,USA,N America,USA,N America,0,27,9687,2017,11
Nov-17,I,Sydney,Denpasar,Garuda Indonesia,DPS-SYD,Indonesia,SE Asia,Indonesia,SE Asia,0,26,6634,2017,11
Nov-17,I,Sydney,Denpasar,Jetstar,DPS-BNE-SYD,Indonesia,SE Asia,Indonesia,SE Asia,1,4,1340,2017,11
Nov-17,I,Sydney,Denpasar,Jetstar,DPS-SYD,Indonesia,SE Asia,Indonesia,SE Asia,0,26,8710,2017,11
Nov-17,I,Sydney,Denpasar,Qantas Airways,DPS-SYD,Indonesia,SE Asia,Indonesia,SE Asia,0,28,4795,2017,11
Nov-17,I,Sydney,Denpasar,Virgin Australia,DPS-SYD,Indonesia,SE Asia,Indonesia,SE Asia,0,31,5456,2017,11
Nov-17,I,Sydney,Doha,Qatar Airways,DOH-SYD,Qatar,Middle East,Qatar,Middle East,0,30,15510,2017,11
Nov-17,I,Sydney,Dubai,Emirates,DXB-BKK-SYD,United Arab Emirates,Middle East,United Arab Emirates,Middle East,1,30,14702,2017,11
Nov-17,I,Sydney,Dubai,Emirates,DXB-SYD,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,30,14642,2017,11
Nov-17,I,Sydney,Dubai,Emirates,DXB-SYD-CHC,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,30,15425,2017,11
Nov-17,I,Sydney,Dubai,Qantas Airways,LON-DXB-SYD,United Arab Emirates,Middle East,UK,Europe,0,30,14520,2017,11
Nov-17,I,Sydney,Fuzhou,Xiamen Airlines,FOC-SYD,China,NE Asia,China,NE Asia,0,13,3068,2017,11
Nov-17,I,Sydney,Guangzhou,China Southern Airlines,CAN-SYD,China,NE Asia,China,NE Asia,0,57,15675,2017,11
Nov-17,I,Sydney,Hangzhou,China Eastern Airlines,BJS-HGH-SYD,China,NE Asia,China,NE Asia,0,12,2760,2017,11
Nov-17,I,Sydney,Hanoi,Vietnam Airlines,HAN-SYD,Vietnam,SE Asia,Vietnam,SE Asia,0,13,3636,2017,11
Nov-17,I,Sydney,Ho Chi Minh City,Jetstar,SGN-SYD,Vietnam,SE Asia,Vietnam,SE Asia,0,17,5695,2017,11
Nov-17,I,Sydney,Ho Chi Minh City,Vietnam Airlines,SGN-SYD,Vietnam,SE Asia,Vietnam,SE Asia,0,30,8331,2017,11
Nov-17,I,Sydney,Hong Kong,Cathay Pacific Airways,HKG-SYD,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,111,35310,2017,11
Nov-17,I,Sydney,Hong Kong,Qantas Airways,HKG-SYD,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,58,19634,2017,11
Nov-17,I,Sydney,Honolulu,Hawaiian Airlines,HNL-SYD,USA,N America,USA,N America,0,30,8310,2017,11
Nov-17,I,Sydney,Honolulu,Jetstar,HNL-SYD,USA,N America,USA,N America,0,21,7035,2017,11
Nov-17,I,Sydney,Honolulu,Qantas Airways,HNL-SYD,USA,N America,USA,N America,0,21,6235,2017,11
Nov-17,I,Sydney,Jakarta,Garuda Indonesia,JKT-SYD,Indonesia,SE Asia,Indonesia,SE Asia,0,17,4093,2017,11
Nov-17,I,Sydney,Jakarta,Qantas Airways,JKT-SYD,Indonesia,SE Asia,Indonesia,SE Asia,0,17,4384,2017,11
Nov-17,I,Sydney,Johannesburg,Qantas Airways,JNB-MEL-SYD,South Africa,Africa,South Africa,Africa,1,1,364,2017,11
Nov-17,I,Sydney,Johannesburg,Qantas Airways,JNB-PER-SYD,South Africa,Africa,South Africa,Africa,1,1,364,2017,11
Nov-17,I,Sydney,Johannesburg,Qantas Airways,JNB-SYD,South Africa,Africa,South Africa,Africa,0,21,7631,2017,11
Nov-17,I,Sydney,Kuala Lumpur,AirAsia X,KUL-SYD,Malaysia,SE Asia,Malaysia,SE Asia,0,53,19981,2017,11
Nov-17,I,Sydney,Kuala Lumpur,Malaysia Airlines,KUL-SYD,Malaysia,SE Asia,Malaysia,SE Asia,0,59,17698,2017,11
Nov-17,I,Sydney,Kunming,China Eastern Airlines,KMG-SYD,China,NE Asia,China,NE Asia,0,13,3016,2017,11
Nov-17,I,Sydney,London,British Airways,LON-SIN-SYD,UK,Europe,UK,Europe,1,30,8910,2017,11
Nov-17,I,Sydney,London,Qantas Airways,LON-DXB-SYD,UK,Europe,UK,Europe,1,30,14520,2017,11
Nov-17,I,Sydney,Los Angeles,American Airlines,LAX-SYD,USA,N America,USA,N America,0,30,8520,2017,11
Nov-17,I,Sydney,Los Angeles,Delta Air Lines,LAX-SYD,USA,N America,USA,N America,0,27,7857,2017,11
Nov-17,I,Sydney,Los Angeles,Qantas Airways,LAX-SYD,USA,N America,USA,N America,0,3,1452,2017,11
Nov-17,I,Sydney,Los Angeles,Qantas Airways,LAX-SYD-MEL,USA,N America,USA,N America,0,1,484,2017,11
Nov-17,I,Sydney,Los Angeles,Qantas Airways,NYC-LAX-SYD,USA,N America,USA,N America,0,27,12101,2017,11
Nov-17,I,Sydney,Los Angeles,United Airlines,LAX-SYD,USA,N America,USA,N America,0,30,7560,2017,11
Nov-17,I,Sydney,Los Angeles,Virgin Australia,LAX-SYD,USA,N America,USA,N America,0,21,7119,2017,11
Nov-17,I,Sydney,Manila,Cebu Pacific Air,MNL-SYD,Philippines,SE Asia,Philippines,SE Asia,0,18,7848,2017,11
Nov-17,I,Sydney,Manila,Philippine Airlines,MNL-SYD,Philippines,SE Asia,Philippines,SE Asia,0,29,8904,2017,11
Nov-17,I,Sydney,Manila,Qantas Airways,MNL-SYD,Philippines,SE Asia,Philippines,SE Asia,0,21,5421,2017,11
Nov-17,I,Sydney,Nadi,Fiji Airways,NAN-SYD,Fiji,Islands,Fiji,Islands,0,65,13727,2017,11
Nov-17,I,Sydney,Nadi,Jetstar,NAN-SYD,Fiji,Islands,Fiji,Islands,0,17,3060,2017,11
Nov-17,I,Sydney,Nadi,Virgin Australia,NAN-SYD,Fiji,Islands,Fiji,Islands,0,34,5984,2017,11
Nov-17,I,Sydney,Nanjing,China Eastern Airlines,BJS-NKG-SYD,China,NE Asia,China,NE Asia,0,13,2990,2017,11
Nov-17,I,Sydney,New Delhi,Air India,DEL-SYD,India,S Asia,India,S Asia,0,17,4352,2017,11
Nov-17,I,Sydney,New York,Qantas Airways,NYC-LAX-SYD,USA,N America,USA,N America,1,27,9827,2017,11
Nov-17,I,Sydney,Noumea,Air Caledonie,NOU-SYD,New Caledonia,Islands,New Caledonia,Islands,0,15,3137,2017,11
Nov-17,I,Sydney,Noumea,Qantas Airways,NOU-SYD,New Caledonia,Islands,New Caledonia,Islands,0,12,2088,2017,11
Nov-17,I,Sydney,Phuket,Jetstar,HKT-SYD,Thailand,SE Asia,Thailand,SE Asia,0,13,4355,2017,11
Nov-17,I,Sydney,Port Moresby,Air Niugini,POM-SYD,Papua New Guinea,Islands,Papua New Guinea,Islands,0,12,1857,2017,11
Nov-17,I,Sydney,Port Vila,Air Vanuatu,VLI-SYD,Vanuatu,Islands,Vanuatu,Islands,0,21,3570,2017,11
Nov-17,I,Sydney,Qingdao,Beijing Capital Airlines,TAO-SYD,China,NE Asia,China,NE Asia,0,14,3108,2017,11
Nov-17,I,Sydney,Queenstown,Air New Zealand,ZQN-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,15,2464,2017,11
Nov-17,I,Sydney,Queenstown,Jetstar,ZQN-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,25,4500,2017,11
Nov-17,I,Sydney,Queenstown,Qantas Airways,ZQN-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,30,4798,2017,11
Nov-17,I,Sydney,Queenstown,Virgin Australia,ZQN-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,23,4048,2017,11
Nov-17,I,Sydney,Rarotonga,Air New Zealand,RAR-SYD,Cook Islands,Islands,Cook Islands,Islands,0,4,1248,2017,11
Nov-17,I,Sydney,San Francisco,Qantas Airways,SFO-SYD,USA,N America,USA,N America,0,24,8720,2017,11
Nov-17,I,Sydney,San Francisco,United Airlines,SFO-SYD,USA,N America,USA,N America,0,30,7560,2017,11
Nov-17,I,Sydney,Santiago,LATAM Airlines,SCL-AKL-SYD,Chile,S America,Chile,S America,1,30,9000,2017,11
Nov-17,I,Sydney,Santiago,Qantas Airways,SCL-SYD,Chile,S America,Chile,S America,0,17,5932,2017,11
Nov-17,I,Sydney,Seoul,Asiana Airlines,SEL-SYD,Korea,NE Asia,Korea,NE Asia,0,30,14850,2017,11
Nov-17,I,Sydney,Seoul,Korean Air,SEL-SYD,Korea,NE Asia,Korea,NE Asia,0,30,12180,2017,11
Nov-17,I,Sydney,Shanghai,Air China,SHA-SYD,China,NE Asia,China,NE Asia,0,18,4590,2017,11
Nov-17,I,Sydney,Shanghai,China Eastern Airlines,SHA-SYD,China,NE Asia,China,NE Asia,0,40,9252,2017,11
Nov-17,I,Sydney,Shanghai,Qantas Airways,SHA-SYD,China,NE Asia,China,NE Asia,0,30,8784,2017,11
Nov-17,I,Sydney,Shenzhen,China Southern Airlines,SZX-SYD,China,NE Asia,China,NE Asia,0,11,3124,2017,11
Nov-17,I,Sydney,Singapore,British Airways,LON-SIN-SYD,Singapore,SE Asia,UK,Europe,0,30,8910,2017,11
Nov-17,I,Sydney,Singapore,Qantas Airways,SIN-SYD,Singapore,SE Asia,Singapore,SE Asia,0,59,15623,2017,11
Nov-17,I,Sydney,Singapore,Scoot Tigerair,SIN-SYD,Singapore,SE Asia,Singapore,SE Asia,0,28,10500,2017,11
Nov-17,I,Sydney,Singapore,Singapore Airlines,SIN-SYD,Singapore,SE Asia,Singapore,SE Asia,0,141,46271,2017,11
Nov-17,I,Sydney,Suva,Fiji Airways,SUV-SYD,Fiji,Islands,Fiji,Islands,0,7,854,2017,11
Nov-17,I,Sydney,Taipei,China Airlines,TPE-SYD,Taiwan,NE Asia,Taiwan,NE Asia,0,23,6900,2017,11
Nov-17,I,Sydney,Tokyo,All Nippon Airways,TYO-SYD,Japan,NE Asia,Japan,NE Asia,0,30,7200,2017,11
Nov-17,I,Sydney,Tokyo,Japan Airlines,TYO-SYD,Japan,NE Asia,Japan,NE Asia,0,30,5850,2017,11
Nov-17,I,Sydney,Tokyo,Qantas Airways,TYO-SYD,Japan,NE Asia,Japan,NE Asia,0,30,10898,2017,11
Nov-17,I,Sydney,Tongatapu,Virgin Australia,TBU-SYD,Tonga,Islands,Tonga,Islands,0,9,1584,2017,11
Nov-17,I,Sydney,Toronto,Air Canada,YYZ-YVR-SYD,Canada,N America,Canada,N America,1,30,9140,2017,11
Nov-17,I,Sydney,Vancouver,Air Canada,YYZ-YVR-SYD,Canada,N America,Canada,N America,0,30,9140,2017,11
Nov-17,I,Sydney,Wellington,Air New Zealand,WLG-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,52,8543,2017,11
Nov-17,I,Sydney,Wellington,Qantas Airways,WLG-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,60,10440,2017,11
Nov-17,I,Sydney,Wuhan,China Eastern Airlines,XIY-WUH-SYD,China,NE Asia,China,NE Asia,0,13,2990,2017,11
Nov-17,I,Sydney,Xiamen,Xiamen Airlines,XMN-SYD,China,NE Asia,China,NE Asia,0,17,4012,2017,11
Nov-17,I,Sydney,Xi'an,China Eastern Airlines,XIY-WUH-SYD,China,NE Asia,China,NE Asia,1,13,2990,2017,11
Nov-17,I,Sydney,Xi'an,Hainan Airlines,XIY-SYD,China,NE Asia,China,NE Asia,0,9,2316,2017,11
Nov-17,I,Townsville,Denpasar,Jetstar,DPS-TSV,Indonesia,SE Asia,Indonesia,SE Asia,0,10,1800,2017,11
Nov-17,I,Townsville,Port Moresby,Air Niugini,POM-TSV,Papua New Guinea,Islands,Papua New Guinea,Islands,0,8,608,2017,11
Nov-17,O,Adelaide,Auckland,Air New Zealand,ADL-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,21,5276,2017,11
Nov-17,O,Adelaide,Denpasar,Jetstar,ADL-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,25,4500,2017,11
Nov-17,O,Adelaide,Doha,Qatar Airways,ADL-DOH,Qatar,Middle East,Qatar,Middle East,0,21,5943,2017,11
Nov-17,O,Adelaide,Dubai,Emirates,ADL-DXB,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,30,10678,2017,11
Nov-17,O,Adelaide,Guangzhou,China Southern Airlines,ADL-CAN,China,NE Asia,China,NE Asia,0,13,3367,2017,11
Nov-17,O,Adelaide,Hong Kong,Cathay Pacific Airways,ADL-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,22,5522,2017,11
Nov-17,O,Adelaide,Kuala Lumpur,Malaysia Airlines,ADL-KUL,Malaysia,SE Asia,Malaysia,SE Asia,0,16,4640,2017,11
Nov-17,O,Adelaide,Nadi,Fiji Airways,ADL-NAN,Fiji,Islands,Fiji,Islands,0,4,648,2017,11
Nov-17,O,Adelaide,Singapore,Singapore Airlines,ADL-SIN,Singapore,SE Asia,Singapore,SE Asia,0,30,8550,2017,11
Nov-17,O,Brisbane,Abu Dhabi,Etihad Airways,BNE-AUH,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,30,8970,2017,11
Nov-17,O,Brisbane,Apia,Virgin Australia,BNE-APW,Western Samoa,Islands,Western Samoa,Islands,0,2,352,2017,11
Nov-17,O,Brisbane,Apia,Virgin Samoa,BNE-APW,Western Samoa,Islands,Western Samoa,Islands,0,2,352,2017,11
Nov-17,O,Brisbane,Auckland,Air New Zealand,BNE-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,60,15163,2017,11
Nov-17,O,Brisbane,Auckland,China Airlines,TPE-BNE-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,16,4912,2017,11
Nov-17,O,Brisbane,Auckland,Emirates,DXB-BNE-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,30,14648,2017,11
Nov-17,O,Brisbane,Auckland,Qantas Airways,BNE-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,53,9222,2017,11
Nov-17,O,Brisbane,Auckland,Virgin Australia,BNE-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,53,9316,2017,11
Nov-17,O,Brisbane,Bangkok,Thai Airways International,BNE-BKK,Thailand,SE Asia,Thailand,SE Asia,0,30,7650,2017,11
Nov-17,O,Brisbane,Christchurch,Air New Zealand,BNE-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,30,4981,2017,11
Nov-17,O,Brisbane,Christchurch,Qantas Airways,BNE-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,30,5220,2017,11
Nov-17,O,Brisbane,Christchurch,Virgin Australia,BNE-CHC,New Zealand,New Zealand,New Zealand,New Zealand,0,30,5280,2017,11
Nov-17,O,Brisbane,Denpasar,Jetstar,BNE-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,4,1340,2017,11
Nov-17,O,Brisbane,Denpasar,Jetstar,MEL-BNE-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,7,2345,2017,11
Nov-17,O,Brisbane,Denpasar,Jetstar,SYD-BNE-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,4,1340,2017,11
Nov-17,O,Brisbane,Denpasar,Malindo Air,BNE-DPS-KUL,Indonesia,SE Asia,Malaysia,SE Asia,0,30,4860,2017,11
Nov-17,O,Brisbane,Denpasar,Virgin Australia,BNE-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,33,5808,2017,11
Nov-17,O,Brisbane,Dubai,Emirates,AKL-BNE-DXB,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,30,14648,2017,11
Nov-17,O,Brisbane,Dubai,Emirates,BNE-SIN-DXB,United Arab Emirates,Middle East,United Arab Emirates,Middle East,1,30,10800,2017,11
Nov-17,O,Brisbane,Dunedin,Virgin Australia,BNE-DUD,New Zealand,New Zealand,New Zealand,New Zealand,0,12,2112,2017,11
Nov-17,O,Brisbane,Espiritu Santo,Air Vanuatu,BNE-SON-VLI,Vanuatu,Islands,Vanuatu,Islands,0,4,680,2017,11
Nov-17,O,Brisbane,Guangzhou,China Southern Airlines,BNE-CAN,China,NE Asia,China,NE Asia,0,30,8539,2017,11
Nov-17,O,Brisbane,Hong Kong,Cathay Pacific Airways,BNE-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,44,11914,2017,11
Nov-17,O,Brisbane,Hong Kong,Qantas Airways,BNE-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,30,8900,2017,11
Nov-17,O,Brisbane,Honiara,Solomon Airlines,BNE-HIR,Solomon Islands,Islands,Solomon Islands,Islands,0,17,2312,2017,11
Nov-17,O,Brisbane,Honiara,Virgin Australia,BNE-HIR,Solomon Islands,Islands,Solomon Islands,Islands,0,9,1584,2017,11
Nov-17,O,Brisbane,Honolulu,Hawaiian Airlines,BNE-HNL,USA,N America,USA,N America,0,13,3601,2017,11
Nov-17,O,Brisbane,Kuala Lumpur,Malindo Air,BNE-DPS-KUL,Malaysia,SE Asia,Malaysia,SE Asia,1,30,4860,2017,11
Nov-17,O,Brisbane,Los Angeles,Qantas Airways,BNE-LAX,USA,N America,USA,N America,0,29,10555,2017,11
Nov-17,O,Brisbane,Los Angeles,Virgin Australia,BNE-LAX,USA,N America,USA,N America,0,26,8814,2017,11
Nov-17,O,Brisbane,Manila,Philippine Airlines,BNE-DRW-MNL,Philippines,SE Asia,Philippines,SE Asia,1,18,2808,2017,11
Nov-17,O,Brisbane,Nadi,Fiji Airways,BNE-NAN,Fiji,Islands,Fiji,Islands,0,25,4289,2017,11
Nov-17,O,Brisbane,Nadi,Virgin Australia,BNE-NAN,Fiji,Islands,Fiji,Islands,0,30,5274,2017,11
Nov-17,O,Brisbane,Nauru,Nauru Airlines,BNE-INU,Nauru,Islands,Nauru,Islands,0,17,2176,2017,11
Nov-17,O,Brisbane,Noumea,Air Caledonie,BNE-NOU,New Caledonia,Islands,New Caledonia,Islands,0,10,1796,2017,11
Nov-17,O,Brisbane,Noumea,Qantas Airways,BNE-NOU,New Caledonia,Islands,New Caledonia,Islands,0,4,696,2017,11
Nov-17,O,Brisbane,Port Moresby,Air Niugini,BNE-POM,Papua New Guinea,Islands,Papua New Guinea,Islands,0,30,6225,2017,11
Nov-17,O,Brisbane,Port Moresby,Qantas Airways,BNE-POM,Papua New Guinea,Islands,Papua New Guinea,Islands,0,30,5100,2017,11
Nov-17,O,Brisbane,Port Moresby,Virgin Australia,BNE-POM,Papua New Guinea,Islands,Papua New Guinea,Islands,0,24,4224,2017,11
Nov-17,O,Brisbane,Port Vila,Air Vanuatu,BNE-SON-VLI,Vanuatu,Islands,Vanuatu,Islands,1,4,680,2017,11
Nov-17,O,Brisbane,Port Vila,Air Vanuatu,BNE-VLI,Vanuatu,Islands,Vanuatu,Islands,0,4,680,2017,11
Nov-17,O,Brisbane,Port Vila,Virgin Australia,BNE-VLI,Vanuatu,Islands,Vanuatu,Islands,0,13,2288,2017,11
Nov-17,O,Brisbane,Queenstown,Virgin Australia,BNE-ZQN,New Zealand,New Zealand,New Zealand,New Zealand,0,12,2112,2017,11
Nov-17,O,Brisbane,Seoul,Korean Air,BNE-SEL,Korea,NE Asia,Korea,NE Asia,0,21,5607,2017,11
Nov-17,O,Brisbane,Shanghai,China Eastern Airlines,BNE-SHA,China,NE Asia,China,NE Asia,0,20,4620,2017,11
Nov-17,O,Brisbane,Shenzhen,Hainan Airlines,BNE-SZX,China,NE Asia,China,NE Asia,0,9,2628,2017,11
Nov-17,O,Brisbane,Singapore,Emirates,BNE-SIN-DXB,Singapore,SE Asia,United Arab Emirates,Middle East,0,30,10800,2017,11
Nov-17,O,Brisbane,Singapore,Qantas Airways,BNE-SIN,Singapore,SE Asia,Singapore,SE Asia,0,30,8410,2017,11
Nov-17,O,Brisbane,Singapore,Singapore Airlines,BNE-SIN,Singapore,SE Asia,Singapore,SE Asia,0,120,31955,2017,11
Nov-17,O,Brisbane,Taipei,China Airlines,AKL-BNE-TPE,Taiwan,NE Asia,Taiwan,NE Asia,0,16,4800,2017,11
Nov-17,O,Brisbane,Taipei,Eva Air,BNE-TPE,Taiwan,NE Asia,Taiwan,NE Asia,0,17,4284,2017,11
Nov-17,O,Brisbane,Tokyo,Qantas Airways,BNE-TYO,Japan,NE Asia,Japan,NE Asia,0,30,8909,2017,11
Nov-17,O,Brisbane,Vancouver,Air Canada,BNE-YVR,Canada,N America,Canada,N America,0,28,7046,2017,11
Nov-17,O,Brisbane,Wellington,Virgin Australia,BNE-WLG,New Zealand,New Zealand,New Zealand,New Zealand,0,47,8272,2017,11
Nov-17,O,Cairns,Auckland,Philippine Airlines,MNL-CNS-AKL,New Zealand,New Zealand,New Zealand,New Zealand,0,17,2652,2017,11
Nov-17,O,Cairns,Denpasar,Jetstar,CNS-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,15,2700,2017,11
Nov-17,O,Cairns,Hong Kong,Cathay Pacific Airways,CNS-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,13,3263,2017,11
Nov-17,O,Cairns,Hong Kong,Hong Kong Airlines,OOL-CNS-HKG,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,13,3796,2017,11
Nov-17,O,Cairns,Manila,Philippine Airlines,AKL-CNS-MNL,Philippines,SE Asia,Philippines,SE Asia,0,17,2676,2017,11
Nov-17,O,Cairns,Osaka,Jetstar,CNS-OSA,Japan,NE Asia,Japan,NE Asia,0,21,7035,2017,11
Nov-17,O,Cairns,Port Moresby,Air Niugini,CNS-POM,Papua New Guinea,Islands,Papua New Guinea,Islands,0,56,5165,2017,11
Nov-17,O,Cairns,Singapore,Silk Air,CNS-SIN,Singapore,SE Asia,Singapore,SE Asia,0,21,3402,2017,11
Nov-17,O,Cairns,Tokyo,Jetstar,CNS-TYO,Japan,NE Asia,Japan,NE Asia,0,21,7035,2017,11
Nov-17,O,Cairns,Tokyo,Jetstar,MEL-CNS-TYO,Japan,NE Asia,Japan,NE Asia,0,4,1340,2017,11
Nov-17,O,Cairns,Tokyo,Jetstar,SYD-CNS-TYO,Japan,NE Asia,Japan,NE Asia,0,5,1675,2017,11
Nov-17,O,Canberra,Singapore,Singapore Airlines,WLG-CBR-SIN,Singapore,SE Asia,Singapore,SE Asia,0,17,4522,2017,11
Nov-17,O,Canberra,Wellington,Singapore Airlines,SIN-CBR-WLG,New Zealand,New Zealand,New Zealand,New Zealand,0,17,4522,2017,11
Nov-17,O,Darwin,Denpasar,Indonesia AirAsia,DRW-DPS,Indonesia,SE Asia,Indonesia,SE Asia,0,14,2520,2017,11
